frame_seq,wall_ms,frame_start_ms,scene_update_ms,submission_ms,shadow_writer_maps,shadow_map_uses,shadow_backing_uses
254,9.2525999999999993,0.059900000000000002,0.053800000000000001,9.1384000000000007,12,24,4
255,8.9077999999999999,0.045999999999999999,0.055,8.8064,12,24,4
256,8.0494000000000003,0.053499999999999999,0.058700000000000002,7.9366000000000003,12,24,4
257,7.8893000000000004,0.050299999999999997,0.049299999999999997,7.7892000000000001,12,24,4
258,7.3093000000000004,0.043700000000000003,0.046600000000000003,7.2183999999999999,12,24,4
259,8.0260999999999996,0.056000000000000001,0.078100000000000003,7.8914999999999997,12,24,4
260,9.3442000000000007,0.048300000000000003,0.058299999999999998,9.2373999999999992,12,24,4
261,9.5820000000000007,0.051299999999999998,0.049299999999999997,9.4809999999999999,12,24,4
262,9.3204999999999991,0.044699999999999997,0.048800000000000003,9.2260000000000009,12,24,4
263,9.5277999999999992,0.057099999999999998,0.060699999999999997,9.4094999999999995,12,24,4
264,9.4704999999999995,0.058799999999999998,0.058799999999999998,9.3523999999999994,12,24,4
265,9.6862999999999992,0.048800000000000003,0.064199999999999993,9.5729000000000006,12,24,4
266,8.2631999999999994,0.046100000000000002,0.059999999999999998,8.1567000000000007,12,24,4
267,6.5258000000000003,0.042599999999999999,0.045600000000000002,6.4371999999999998,12,24,4
268,7.6002000000000001,0.042900000000000001,0.051799999999999999,7.5052000000000003,12,24,4
269,10.0806,0.041599999999999998,0.046399999999999997,9.9923000000000002,12,24,4
270,10.0975,0.048300000000000003,0.051499999999999997,9.9974000000000007,12,24,4
271,8.8081999999999994,0.0809,0.052299999999999999,8.6739999999999995,12,24,4
272,8.8614999999999995,0.0683,0.074200000000000002,8.7181999999999995,12,24,4
273,8.4357000000000006,0.048599999999999997,0.052200000000000003,8.3345000000000002,12,24,4
274,6.8438999999999997,0.049299999999999997,0.0487,6.7454999999999998,12,24,4
275,6.7675999999999998,0.0424,0.051799999999999999,6.673,12,24,4
276,9.1910000000000007,0.043099999999999999,0.0504,9.0968999999999998,12,24,4
277,8.8440999999999992,0.060100000000000001,0.056000000000000001,8.7271999999999998,12,24,4
278,8.5907999999999998,0.046800000000000001,0.051400000000000001,8.4921000000000006,12,24,4
279,7.0107999999999997,0.048300000000000003,0.051999999999999998,6.9100999999999999,12,24,4
280,6.1143999999999998,0.040899999999999999,0.050200000000000002,6.0229999999999997,12,24,4
281,9.9611000000000001,0.040500000000000001,0.050500000000000003,9.8696000000000002,12,24,4
282,9.2187000000000001,0.052400000000000002,0.052499999999999998,9.1122999999999994,12,24,4
283,9.2697000000000003,0.069800000000000001,0.063600000000000004,9.1355000000000004,12,24,4
284,8.3504000000000005,0.054199999999999998,0.056500000000000002,8.2390000000000008,12,24,4
285,7.1372999999999998,0.047600000000000003,0.047600000000000003,7.0412999999999997,12,24,4
286,6.1252000000000004,0.041700000000000001,0.047800000000000002,6.0353000000000003,12,24,4
287,9.1815999999999995,0.039600000000000003,0.045499999999999999,9.0951000000000004,12,24,4
288,9.0947999999999993,0.047699999999999999,0.052900000000000003,8.9936000000000007,12,24,4
289,9.9038000000000004,0.044299999999999999,0.047199999999999999,9.8117999999999999,12,24,4
290,8.1166,0.048399999999999999,0.048899999999999999,8.0189000000000004,12,24,4
291,5.8619000000000003,0.052200000000000003,0.046699999999999998,5.7624000000000004,12,24,4
292,8.2454000000000001,0.039899999999999998,0.051499999999999997,8.1538000000000004,12,24,4
293,9.3591999999999995,0.039699999999999999,0.049799999999999997,9.2689000000000004,12,24,4
294,9.0388000000000002,0.045900000000000003,0.057099999999999998,8.9353999999999996,12,24,4
295,9.3766999999999996,0.049799999999999997,0.055199999999999999,9.2713000000000001,12,24,4
296,8.2241,0.042200000000000001,0.0504,8.1311999999999998,12,24,4
297,7.1299000000000001,0.042000000000000003,0.051400000000000001,7.0358999999999998,12,24,4
298,6.8380999999999998,0.0441,0.051499999999999997,6.7423000000000002,12,24,4
299,9.5173000000000005,0.040300000000000002,0.051799999999999999,9.4247999999999994,12,24,4
300,9.2593999999999994,0.047500000000000001,0.047300000000000002,9.1600999999999999,12,24,4
301,9.3054000000000006,0.056399999999999999,0.0557,9.1928000000000001,12,24,4
302,8.3925000000000001,0.054899999999999997,0.057099999999999998,8.2799999999999994,12,24,4
303,6.1395999999999997,0.048500000000000001,0.049500000000000002,6.0407999999999999,12,24,4
304,7.3940999999999999,0.0562,0.062399999999999997,7.2748999999999997,12,24,4
305,9.0467999999999993,0.044299999999999999,0.046699999999999998,8.9553999999999991,12,24,4
306,9.2294,0.0441,0.050599999999999999,9.1341000000000001,12,24,4
307,9.0419999999999998,0.047300000000000002,0.0504,8.9440000000000008,12,24,4
308,8.4292999999999996,0.042000000000000003,0.052600000000000001,8.3343000000000007,12,24,4
309,6.1548999999999996,0.041200000000000001,0.048500000000000001,6.0646000000000004,12,24,4
310,7.5349000000000004,0.048099999999999997,0.052900000000000003,7.4335000000000004,12,24,4
311,10.382300000000001,0.0448,0.0453,10.291700000000001,12,24,4
312,9.9588999999999999,0.0499,0.057000000000000002,9.8515999999999995,12,24,4
313,9.1111000000000004,0.051799999999999999,0.055199999999999999,9.0027000000000008,12,24,4
314,8.8613999999999997,0.057700000000000001,0.062399999999999997,8.7401999999999997,12,24,4
315,8.5774000000000008,0.050700000000000002,0.052400000000000002,8.4739000000000004,12,24,4
316,7.1200000000000001,0.047,0.047100000000000003,7.0254000000000003,12,24,4
317,6.6492000000000004,0.047600000000000003,0.046600000000000003,6.5545,12,24,4
318,9.6481999999999992,0.048500000000000001,0.045999999999999999,9.5527999999999995,12,24,4
319,8.1242000000000001,0.047100000000000003,0.050999999999999997,8.0253999999999994,12,24,4
320,8.5196000000000005,0.047500000000000001,0.054300000000000001,8.4172999999999991,12,24,4
321,6.8455000000000004,0.0407,0.049799999999999997,6.7545000000000002,12,24,4
322,6.194,0.039800000000000002,0.046899999999999997,6.1070000000000002,12,24,4
323,9.3501999999999992,0.039,0.044400000000000002,9.2660999999999998,12,24,4
324,9.0622000000000007,0.040800000000000003,0.053800000000000001,8.9672000000000001,12,24,4
325,9.4834999999999994,0.042900000000000001,0.0516,9.3887999999999998,12,24,4
