name, driver_version, pstate, temperature.gpu, power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
NVIDIA GeForce RTX 3080, 610.62, P0, 69, 345.80 W, 1875 MHz, 9501 MHz, 100 %, 6617 MiB
