frame_seq,wall_ms,frame_start_ms,scene_update_ms,submission_ms,shadow_writer_maps,shadow_map_uses,shadow_backing_uses
134,3.1446999999999998,0.0373,0.0001,3.1071,0,4,4
135,3.2665999999999999,0.0339,0.0001,3.2322000000000002,0,4,4
136,3.2604000000000002,0.034700000000000002,0.0001,3.2252999999999998,0,4,4
137,5.8098999999999998,0.034700000000000002,0.0001,5.7748999999999997,0,4,4
138,3.2058,0.029499999999999998,0.0001,3.1757,0,4,4
139,4.7443,0.043299999999999998,0.0001,4.7004999999999999,0,4,4
140,3.4477000000000002,0.036200000000000003,0.0001,3.4110999999999998,0,4,4
141,3.6042999999999998,0.033599999999999998,0.0001,3.5703,0,4,4
142,5.5382999999999996,0.028299999999999999,0,5.5096999999999996,0,4,4
143,3.5567000000000002,0.032399999999999998,0.0001,3.5236000000000001,0,4,4
144,5.6906999999999996,0.0281,0,5.6622000000000003,0,4,4
145,3.1932,0.0298,0.0001,3.1627000000000001,0,4,4
146,4.7187000000000001,0.036400000000000002,0.0001,4.6818999999999997,0,4,4
147,3.0097,0.034299999999999997,0,2.9750999999999999,0,4,4
148,3.1951000000000001,0.0275,0,3.1671999999999998,0,4,4
149,5.9993999999999996,0.027099999999999999,0,5.9718999999999998,0,4,4
150,3.3649,0.031600000000000003,0,3.3327,0,4,4
151,4.75,0.0436,0.0001,4.7060000000000004,0,4,4
152,3.5575999999999999,0.031800000000000002,0.0001,3.5253999999999999,0,4,4
153,3.4502999999999999,0.030099999999999998,0,3.4198,0,4,4
154,5.0488,0.029100000000000001,0.0001,5.0193000000000003,0,4,4
155,3.5482999999999998,0.0292,0.0001,3.5186000000000002,0,4,4
156,5.0567000000000002,0.030300000000000001,0.0001,5.0259999999999998,0,4,4
157,3.2694999999999999,0.077799999999999994,0.0001,3.1913,0,4,4
158,3.1846999999999999,0.030800000000000001,0.0001,3.1534,0,4,4
159,4.9984999999999999,0.029899999999999999,0.0001,4.9683999999999999,0,4,4
160,3.2191999999999998,0.0276,0.0001,3.1911999999999998,0,4,4
161,4.9325000000000001,0.034599999999999999,0,4.8977000000000004,0,4,4
162,3.2905000000000002,0.028400000000000002,0,3.2618999999999998,0,4,4
163,3.4878,0.028799999999999999,0.0001,3.4586999999999999,0,4,4
164,5.2907000000000002,0.030200000000000001,0,5.2603999999999997,0,4,4
165,3.4847999999999999,0.033099999999999997,0.0001,3.4512999999999998,0,4,4
166,4.7401999999999997,0.035200000000000002,0.0001,4.7046999999999999,0,4,4
167,3.0510000000000002,0.034099999999999998,0.0001,3.0165000000000002,0,4,4
168,3.2252000000000001,0.028299999999999999,0.0001,3.1966999999999999,0,4,4
169,5.1626000000000003,0.029000000000000001,0.0001,5.1332000000000004,0,4,4
170,3.1888000000000001,0.027,0.0001,3.1614,0,4,4
171,4.6783999999999999,0.031099999999999999,0.0001,4.6471,0,4,4
172,3.2368999999999999,0.034599999999999999,0.0001,3.202,0,4,4
173,3.0550999999999999,0.0275,0,3.0272999999999999,0,4,4
174,5.7995000000000001,0.0281,0,5.7709999999999999,0,4,4
175,3.1932,0.1371,0.0001,3.0554000000000001,0,4,4
176,4.9086999999999996,0.038899999999999997,0,4.8695000000000004,0,4,4
177,3.0969000000000002,0.0344,0,3.0619999999999998,0,4,4
178,3.5485000000000002,0.043299999999999998,0.0001,3.5047000000000001,0,4,4
179,5.4138999999999999,0.029999999999999999,0.0001,5.3834,0,4,4
180,3.6196999999999999,0.028299999999999999,0,3.5911,0,4,4
181,4.7347000000000001,0.041399999999999999,0.0001,4.6928999999999998,0,4,4
182,3.3845000000000001,0.033399999999999999,0,3.3508,0,4,4
183,3.1545999999999998,0.027099999999999999,0.0001,3.1269999999999998,0,4,4
184,5.8575999999999997,0.029499999999999998,0.0001,5.8277999999999999,0,4,4
185,3.0017,0.033300000000000003,0.0001,2.9676999999999998,0,4,4
186,5.3362999999999996,0.071800000000000003,0.0001,5.2641999999999998,0,4,4
187,3.0064000000000002,0.029399999999999999,0.0001,2.9765999999999999,0,4,4
188,3.3475999999999999,0.033099999999999997,0.0001,3.3140999999999998,0,4,4
189,5.1412000000000004,0.032000000000000001,0.0001,5.1089000000000002,0,4,4
190,3.4927999999999999,0.0276,0.0001,3.4649000000000001,0,4,4
191,4.9005999999999998,0.031099999999999999,0.0001,4.8691000000000004,0,4,4
192,3.3881000000000001,0.034000000000000002,0.0001,3.3538000000000001,0,4,4
193,2.9874999999999998,0.037699999999999997,0,2.9496000000000002,0,4,4
194,6.3487999999999998,0.029000000000000001,0.0001,6.3193000000000001,0,4,4
195,3.4596,0.046199999999999998,0.00020000000000000001,3.4127999999999998,0,4,4
196,5.3102999999999998,0.0344,0.0001,5.2755000000000001,0,4,4
197,3.2989000000000002,0.0356,0.0001,3.2627999999999999,0,4,4
198,5.5891000000000002,0.030599999999999999,0,5.5583999999999998,0,4,4
199,3.1835,0.0349,0,3.1482999999999999,0,4,4
200,5.1966999999999999,0.031399999999999997,0,5.1646000000000001,0,4,4
201,3.1328,0.0402,0,3.0924,0,4,4
202,3.2208000000000001,0.037199999999999997,0.0001,3.1833,0,4,4
203,5.0320999999999998,0.035499999999999997,0.0001,4.9962999999999997,0,4,4
204,3.2982999999999998,0.034200000000000001,0,3.2639,0,4,4
205,4.0301,0.0315,0.0001,3.9984000000000002,0,4,4
206,3.7484000000000002,0.027799999999999998,0,3.7202000000000002,0,4,4
207,3.2618999999999998,0.035200000000000002,0.0001,3.2227999999999999,0,4,4
208,5.0696000000000003,0.028199999999999999,0,5.0410000000000004,0,4,4
209,3.0402,0.034799999999999998,0,3.0049999999999999,0,4,4
210,3.149,0.027799999999999998,0.0001,3.1208,0,4,4
211,5.5587,0.028199999999999999,0,5.5301999999999998,0,4,4
212,3.4508999999999999,0.028000000000000001,0.0001,3.4224000000000001,0,4,4
213,5.4707999999999997,0.027900000000000001,0.0001,5.4424999999999999,0,4,4
214,3.0087999999999999,0.0293,0.0001,2.9792000000000001,0,4,4
215,4.9802999999999997,0.035099999999999999,0.0001,4.9448999999999996,0,4,4
216,3.1612,0.0287,0.0001,3.1320999999999999,0,4,4
217,3.5005999999999999,0.033099999999999997,0.0001,3.4672000000000001,0,4,4
218,5.3937999999999997,0.0286,0,5.3650000000000002,0,4,4
219,3.8033000000000001,0.029600000000000001,0.0001,3.7734000000000001,0,4,4
220,4.4497,0.035299999999999998,0.0001,4.4141000000000004,0,4,4
221,3.9706000000000001,0.034599999999999999,0.0001,3.9356,0,4,4
222,3.3336000000000001,0.031199999999999999,0.0001,3.302,0,4,4
223,6.0869999999999997,0.031199999999999999,0,6.0556000000000001,0,4,4
224,3.1030000000000002,0.030300000000000001,0,3.0724,0,4,4
225,5.5115999999999996,0.0293,0.0001,5.4820000000000002,0,4,4
226,3.0529000000000002,0.0292,0,3.0234999999999999,0,4,4
227,4.9283000000000001,0.028500000000000001,0,4.8997000000000002,0,4,4
228,3.1718000000000002,0.026700000000000002,0.0001,3.1446999999999998,0,4,4
229,3.3108,0.0276,0,3.2829999999999999,0,4,4
230,6.1680999999999999,0.0281,0,6.1397000000000004,0,4,4
231,2.9382999999999999,0.034799999999999998,0.0001,2.9030999999999998,0,4,4
232,4.7192999999999996,0.027099999999999999,0,4.6920000000000002,0,4,4
233,3.0182000000000002,0.034799999999999998,0.0001,2.9830999999999999,0,4,4
234,3.0333000000000001,0.031300000000000001,0.0001,3.0015999999999998,0,4,4
235,6.4028999999999998,0.027799999999999998,0.0001,6.3747999999999996,0,4,4
236,2.9780000000000002,0.027900000000000001,0,2.9498000000000002,0,4,4
237,5.8525999999999998,0.027099999999999999,0.0001,5.8251999999999997,0,4,4
238,3.1395,0.028799999999999999,0.0001,3.1103999999999998,0,4,4
239,4.5492999999999997,0.027300000000000001,0,4.5217000000000001,0,4,4
240,3.5348999999999999,0.027300000000000001,0,3.5072999999999999,0,4,4
241,3.3353999999999999,0.032899999999999999,0.0001,3.3020999999999998,0,4,4
242,5.1996000000000002,0.0424,0.0001,5.1569000000000003,0,4,4
243,3.9355000000000002,0.032399999999999998,0,3.9028999999999998,0,4,4
244,4.4019000000000004,0.034799999999999998,0.0001,4.3667999999999996,0,4,4
245,3.4298000000000002,0.028000000000000001,0.0001,3.4014000000000002,0,4,4
246,2.9222000000000001,0.031199999999999999,0,2.8908,0,4,4
247,5.1505000000000001,0.027300000000000001,0.0001,5.1228999999999996,0,4,4
248,3.6427999999999998,0.031899999999999998,0.0001,3.6105999999999998,0,4,4
249,4.2851999999999997,0.026800000000000001,0.0001,4.2580999999999998,0,4,4
250,3.8473999999999999,0.0276,0,3.8195000000000001,0,4,4
251,2.9041000000000001,0.0327,0.0001,2.8711000000000002,0,4,4
252,4.7824,0.0269,0,4.7553000000000001,0,4,4
253,2.9239000000000002,0.028799999999999999,0,2.8948,0,4,4
254,3.2313999999999998,0.0281,0.0001,3.2029999999999998,0,4,4
255,5.9122000000000003,0.026800000000000001,0.0001,5.8851000000000004,0,4,4
256,4.2008999999999999,0.033000000000000002,0.0001,4.1670999999999996,0,4,4
257,5.6318999999999999,0.041500000000000002,0,5.5900999999999996,0,4,4
258,3.1160999999999999,0.030800000000000001,0.0001,3.0844999999999998,0,4,4
259,3.1846000000000001,0.039100000000000003,0.0001,3.145,0,4,4
260,7.0670000000000002,0.0293,0.0001,7.0365000000000002,0,4,4
261,4.3624000000000001,0.041000000000000002,0.0001,4.3209999999999997,0,4,4
262,3.6905000000000001,0.032000000000000001,0.0001,3.6581000000000001,0,4,4
263,3.444,0.029700000000000001,0.0001,3.4138999999999999,0,4,4
264,5.0597000000000003,0.072900000000000006,0.0001,4.9865000000000004,0,4,4
265,3.4988999999999999,0.0339,0.0001,3.4647999999999999,0,4,4
266,4.8380999999999998,0.028299999999999999,0.0001,4.8094000000000001,0,4,4
267,3.5270000000000001,0.029499999999999998,0.0001,3.4971999999999999,0,4,4
268,2.9316,0.0349,0.0001,2.8963999999999999,0,4,4
269,5.1140999999999996,0.027799999999999998,0,5.0861000000000001,0,4,4
270,3.7288999999999999,0.0264,0.0001,3.7021999999999999,0,4,4
271,5.2244000000000002,0.0275,0.0001,5.1965000000000003,0,4,4
272,3.2576999999999998,0.028899999999999999,0.0001,3.2284999999999999,0,4,4
273,4.3113000000000001,0.029100000000000001,0,4.282,0,4,4
274,4.1002000000000001,0.028899999999999999,0.0001,4.0709,0,4,4
275,3.1322000000000001,0.033000000000000002,0.0001,3.0988000000000002,0,4,4
276,5.1075999999999997,0.028400000000000002,0.0001,5.0788000000000002,0,4,4
277,3.2856999999999998,0.031300000000000001,0,3.2541000000000002,0,4,4
278,4.4230999999999998,0.036400000000000002,0.0001,4.3864000000000001,0,4,4
279,4.3266,0.029100000000000001,0.0001,4.2972000000000001,0,4,4
280,3.6429,0.030099999999999998,0.0001,3.6099000000000001,0,4,4
281,5.6872999999999996,0.039300000000000002,0,5.6478000000000002,0,4,4
282,3.2606999999999999,0.059299999999999999,0.00020000000000000001,3.2010000000000001,0,4,4
283,5.4207999999999998,0.036600000000000001,0,5.3838999999999997,0,4,4
284,3.1621999999999999,0.030599999999999999,0.0001,3.1313,0,4,4
285,3.0337000000000001,0.037199999999999997,0.0001,2.9962,0,4,4
286,5.7046999999999999,0.031,0.0001,5.6734999999999998,0,4,4
287,3.4636999999999998,0.032800000000000003,0.0001,3.4306000000000001,0,4,4
288,5.5133000000000001,0.031300000000000001,0.0001,5.4816000000000003,0,4,4
289,3.4436,0.0304,0,3.4129999999999998,0,4,4
290,4.9138000000000002,0.040500000000000001,0,4.8731,0,4,4
291,3.3081,0.0298,0.0001,3.278,0,4,4
292,3.3910999999999998,0.035700000000000003,0,3.3551000000000002,0,4,4
293,5.2583000000000002,0.029100000000000001,0,5.2287999999999997,0,4,4
294,3.3062999999999998,0.071400000000000005,0.0001,3.2341000000000002,0,4,4
295,4.8822999999999999,0.034799999999999998,0.0001,4.8472999999999997,0,4,4
296,3.1844999999999999,0.035700000000000003,0.0001,3.1484000000000001,0,4,4
297,3.8071000000000002,0.027199999999999998,0.0001,3.7795999999999998,0,4,4
298,5.6811999999999996,0.029499999999999998,0.0001,5.6513999999999998,0,4,4
299,3.4998999999999998,0.030499999999999999,0.0001,3.4689999999999999,0,4,4
300,5.3634000000000004,0.0315,0.0001,5.3315000000000001,0,4,4
301,3.3976000000000002,0.0304,0,3.3668,0,4,4
302,4.5609000000000002,0.035000000000000003,0.0001,4.5254000000000003,0,4,4
303,3.2397,0.030200000000000001,0.0001,3.2031999999999998,0,4,4
304,3.2755999999999998,0.030599999999999999,0,3.2446999999999999,0,4,4
305,5.5084,0.0304,0,5.4772999999999996,0,4,4
306,3.1497999999999999,0.030499999999999999,0.0001,3.1185999999999998,0,4,4
307,4.4789000000000003,0.047,0.0001,4.4311999999999996,0,4,4
308,3.6419000000000001,0.041000000000000002,0.0001,3.6004,0,4,4
309,3.6427999999999998,0.0339,0.0001,3.6084999999999998,0,4,4
310,5.9238999999999997,0.0287,0.0001,5.8948,0,4,4
311,3.6524000000000001,0.029600000000000001,0,3.6223999999999998,0,4,4
312,5.3090000000000002,0.0292,0.0001,5.2793999999999999,0,4,4
313,4.7068000000000003,0.073700000000000002,0.0001,4.6326000000000001,0,4,4
314,4.8510999999999997,0.039899999999999998,0.0001,4.8105000000000002,0,4,4
315,3.5935999999999999,0.040399999999999998,0,3.5527000000000002,0,4,4
316,4.2577999999999996,0.043799999999999999,0.0001,4.2131999999999996,0,4,4
317,3.7542,0.0533,0,3.7006000000000001,0,4,4
318,3.2115,0.030499999999999999,0,3.1802999999999999,0,4,4
319,5.1157000000000004,0.044400000000000002,0.0001,5.0709,0,4,4
320,3.125,0.031,0.0001,3.0935000000000001,0,4,4
