frame_seq,wall_ms,frame_start_ms,scene_update_ms,submission_ms,shadow_writer_maps,shadow_map_uses,shadow_backing_uses
134,17.513500000000001,0.058999999999999997,0,17.4542,0,0,0
135,17.8626,0.055300000000000002,0.0001,17.806899999999999,0,0,0
136,18.3841,0.057700000000000001,0.0001,18.325700000000001,0,0,0
137,17.953499999999998,0.056800000000000003,0,17.8962,0,0,0
138,18.903400000000001,0.053999999999999999,0.0001,18.848500000000001,0,0,0
139,18.136399999999998,0.0533,0,18.0825,0,0,0
140,17.935300000000002,0.056300000000000003,0.0001,17.878399999999999,0,0,0
141,18.077999999999999,0.0521,0,18.025600000000001,0,0,0
142,18.090699999999998,0.051499999999999997,0,18.038599999999999,0,0,0
143,18.507000000000001,0.050799999999999998,0.0001,18.455500000000001,0,0,0
144,17.721599999999999,0.056300000000000003,0.0001,17.6648,0,0,0
145,17.6297,0.0511,0.0001,17.5779,0,0,0
146,18.905999999999999,0.063200000000000006,0.0001,18.842300000000002,0,0,0
147,17.9239,0.061600000000000002,0,17.861699999999999,0,0,0
148,17.770299999999999,0.0659,0.0001,17.703800000000001,0,0,0
149,19.3233,0.0545,0,19.2683,0,0,0
150,18.872599999999998,0.056899999999999999,0.0001,18.815000000000001,0,0,0
151,19.5547,0.054800000000000001,0,19.499199999999998,0,0,0
152,20.343900000000001,0.0574,0.0001,20.285900000000002,0,0,0
153,18.174499999999998,0.062300000000000001,0.0001,18.111699999999999,0,0,0
154,20.050000000000001,0.054800000000000001,0.0001,19.994599999999998,0,0,0
155,17.735900000000001,0.068099999999999994,0.0001,17.667100000000001,0,0,0
156,18.0366,0.060600000000000001,0,17.9756,0,0,0
157,17.508299999999998,0.051400000000000001,0,17.456499999999998,0,0,0
158,17.338000000000001,0.060100000000000001,0.0001,17.2775,0,0,0
159,17.627300000000002,0.050900000000000001,0.0001,17.575900000000001,0,0,0
160,17.785499999999999,0.055800000000000002,0,17.729399999999998,0,0,0
161,17.393999999999998,0.054899999999999997,0,17.338799999999999,0,0,0
162,17.453199999999999,0.055300000000000002,0.0001,17.397500000000001,0,0,0
163,19.145900000000001,0.055,0.0001,19.090399999999999,0,0,0
164,19.166499999999999,0.061199999999999997,0,19.104600000000001,0,0,0
